2.00000000000000036e-12 0 0 3.60866924489522886e-02 3.60866924489522886e-02 -6.93344119093988829e-04 0.00000000000000000e+00 0.00000000000000000e+00
4.00000000000000073e-12 1 0 3.60866924489522886e-02 3.60866924489522886e-02 -6.93344119093988829e-04 0.00000000000000000e+00 0.00000000000000000e+00
8.00000000000000145e-12 2 0 3.60616893007568856e-02 3.60616893007568856e-02 -1.38572711997405587e-03 0.00000000000000000e+00 0.00000000000000000e+00
1.60000000000000029e-11 3 0 3.60117868868815305e-02 3.60117868868815305e-02 -2.76761642447908261e-03 0.00000000000000000e+00 0.00000000000000000e+00
3.20000000000000058e-11 4 0 3.59123959128443762e-02 3.59123959128443762e-02 -5.51993466562334702e-03 0.00000000000000000e+00 0.00000000000000000e+00
6.40000000000000116e-11 5 0 3.57152560659922402e-02 3.57152560659922402e-02 -1.09790983553231126e-02 0.00000000000000000e+00 0.00000000000000000e+00
1.28000000000000023e-10 6 0 3.53274398027184702e-02 3.53274398027184702e-02 -2.17184414995183622e-02 0.00000000000000000e+00 0.00000000000000000e+00
2.28000000000000040e-10 7 0 3.49012021587279883e-02 3.49012021587279883e-02 -3.35217430968929447e-02 0.00000000000000000e+00 0.00000000000000000e+00
3.28000000000000056e-10 8 0 3.49012021587279883e-02 3.49012021587279883e-02 -3.35217430968929447e-02 0.00000000000000000e+00 0.00000000000000000e+00
4.28000000000000073e-10 9 0 3.49012021587279883e-02 3.49012021587279883e-02 -3.35217430968929447e-02 0.00000000000000000e+00 0.00000000000000000e+00
5.28000000000000038e-10 10 0 3.49012021587279883e-02 3.49012021587279883e-02 -3.35217430968929586e-02 0.00000000000000000e+00 0.00000000000000000e+00
6.28000000000000003e-10 11 0 3.49012021587279883e-02 3.49012021587279883e-02 -3.35217430968929586e-02 0.00000000000000000e+00 0.00000000000000000e+00
7.27999999999999968e-10 12 0 3.49012021587279883e-02 3.49012021587279883e-02 -3.35217430968929586e-02 0.00000000000000000e+00 0.00000000000000000e+00
8.27999999999999932e-10 13 0 3.49012021587279883e-02 3.49012021587279883e-02 -3.35217430968929586e-02 0.00000000000000000e+00 0.00000000000000000e+00
9.27999999999999897e-10 14 0 3.49012021587279883e-02 3.49012021587279883e-02 -3.35217430968929586e-02 0.00000000000000000e+00 0.00000000000000000e+00
1.02799999999999997e-09 15 0 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 0.00000000000000000e+00 0.00000000000000000e+00
1.12800000000000003e-09 16 6 3.49012021587279814e-02 3.49012021587279744e-02 -3.35217430968930558e-02 1.64569005955886674e-03 -2.90852987011477881e-03
1.22800000000000010e-09 17 7 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131596413e-03 -6.64642201315612802e-03
1.32800000000000017e-09 18 8 3.49012021587279814e-02 3.49012021587279675e-02 -3.35217430968930558e-02 3.79704682131596413e-03 -6.64642201315612802e-03
1.42800000000000024e-09 19 9 3.49012021587279814e-02 3.49012021587279675e-02 -3.35217430968930558e-02 3.79704682131596413e-03 -6.64642201315612802e-03
1.52800000000000031e-09 20 10 3.49012021587279814e-02 3.49012021587279744e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
1.62800000000000038e-09 21 11 3.49012021587279814e-02 3.49012021587279744e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
1.72800000000000044e-09 22 12 3.49012021587279814e-02 3.49012021587279744e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
1.82800000000000051e-09 23 13 3.49012021587279814e-02 3.49012021587279744e-02 -3.35217430968930558e-02 3.79704682131598798e-03 -6.64642201315621215e-03
1.92800000000000037e-09 24 14 3.49012021587279814e-02 3.49012021587279744e-02 -3.35217430968931251e-02 3.79704682131597627e-03 -6.64642201315615577e-03
2.02800000000000044e-09 25 15 3.49012021587279814e-02 3.49012021587279744e-02 -3.35217430968930558e-02 3.79704682131598798e-03 -6.64642201315621215e-03
2.12800000000000051e-09 26 16 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131598798e-03 -6.64642201315621215e-03
2.22800000000000058e-09 27 17 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131598798e-03 -6.64642201315621215e-03
2.32800000000000065e-09 28 18 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131598798e-03 -6.64642201315621215e-03
2.42800000000000071e-09 29 19 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131598798e-03 -6.64642201315621215e-03
2.52800000000000078e-09 30 20 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131598798e-03 -6.64642201315621215e-03
2.62800000000000085e-09 31 21 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131598798e-03 -6.64642201315621215e-03
2.72800000000000092e-09 32 22 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131598798e-03 -6.64642201315621215e-03
2.82800000000000099e-09 33 23 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131598798e-03 -6.64642201315621215e-03
2.92800000000000106e-09 34 24 3.49012021587279814e-02 3.49012021587279744e-02 -3.35217430968930558e-02 3.79704682131598798e-03 -6.64642201315621215e-03
3.02800000000000112e-09 35 25 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
3.12800000000000119e-09 36 26 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
3.22800000000000126e-09 37 27 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
3.32800000000000133e-09 38 28 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
3.42800000000000140e-09 39 29 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
3.52800000000000147e-09 40 30 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
3.62800000000000153e-09 41 31 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
3.72800000000000119e-09 42 32 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930627e-02 3.79704682131597627e-03 -6.64642201315615577e-03
3.82800000000000126e-09 43 33 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
3.92800000000000132e-09 44 34 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
4.02800000000000139e-09 45 35 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
4.12800000000000146e-09 46 36 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
4.22800000000000153e-09 47 37 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
4.32800000000000160e-09 48 38 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
4.42800000000000167e-09 49 39 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
4.52800000000000173e-09 50 40 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
4.62800000000000180e-09 51 41 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
4.72800000000000187e-09 52 42 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131597627e-03 -6.64642201315615577e-03
4.82800000000000194e-09 53 43 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
4.92800000000000201e-09 54 44 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
5.02800000000000208e-09 55 45 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
5.12800000000000214e-09 56 46 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
5.22800000000000221e-09 57 47 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
5.32800000000000228e-09 58 48 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
5.42800000000000235e-09 59 49 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
5.52800000000000242e-09 60 50 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
5.62800000000000249e-09 61 51 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
5.72800000000000255e-09 62 52 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
5.82800000000000262e-09 63 53 3.49012021587279814e-02 3.49012021587279814e-02 -3.35217430968930558e-02 3.79704682131600012e-03 -6.64642201315621128e-03
