2 2.00000000000000036e-12 3.60866750853580318e-02 3.60866750839203346e-02 0
2 2.00000000000000036e-12 3.60866750853580318e-02 3.60866750839203346e-02 0
4 2.00000000000000036e-12 3.60866750801463257e-02 3.60866750787155535e-02 0
4 2.00000000000000036e-12 3.60866750801463257e-02 3.60866750787155535e-02 0
8 4.00000000000000073e-12 3.60616199490232658e-02 3.60616199475988289e-02 0
8 4.00000000000000073e-12 3.60616199490232658e-02 3.60616199475988289e-02 0
16 8.00000000000000145e-12 3.60115102764485967e-02 3.60115102751895205e-02 0
16 8.00000000000000145e-12 3.60115102764485967e-02 3.60115102751895205e-02 0
32 1.60000000000000029e-11 3.59112956245007733e-02 3.59112956262375507e-02 0
32 1.60000000000000029e-11 3.59112956245007733e-02 3.59112956262375507e-02 0
64 3.20000000000000058e-11 3.57109034824719396e-02 3.57109035289741028e-02 0
64 3.20000000000000058e-11 3.57109034824719396e-02 3.57109035289741028e-02 0
128 6.40000000000000116e-11 3.53104104428588195e-02 3.53104111476085017e-02 0
128 6.40000000000000116e-11 3.53104104428588195e-02 3.53104111476085017e-02 0
228 1.00000000000000004e-10 3.48605688837407973e-02 3.48605780857582578e-02 0
228 1.00000000000000004e-10 3.48605688837407973e-02 3.48605780857582578e-02 0
328 1.00000000000000004e-10 3.48601151791815000e-02 3.48601613085089065e-02 0
328 1.00000000000000004e-10 3.48601151791815000e-02 3.48601613085089065e-02 0
428 1.00000000000000004e-10 3.48596849546524562e-02 3.48597507670675155e-02 0
428 1.00000000000000004e-10 3.48596849546524562e-02 3.48597507670675155e-02 0
528 1.00000000000000004e-10 3.48592786590379428e-02 3.48593562988373309e-02 0
528 1.00000000000000004e-10 3.48592786590379428e-02 3.48593562988373309e-02 0
628 1.00000000000000004e-10 3.48589032565275458e-02 3.48589828279236430e-02 0
628 1.00000000000000004e-10 3.48589032565275458e-02 3.48589828279236430e-02 0
728 1.00000000000000004e-10 3.48585482052660017e-02 3.48586230833790311e-02 0
728 1.00000000000000004e-10 3.48585482052660017e-02 3.48586230833790311e-02 0
827 1.00000000000000004e-10 3.48582191440300754e-02 3.48582815428073248e-02 0
827 1.00000000000000004e-10 3.48582191440300754e-02 3.48582815428073248e-02 0
927 1.00000000000000004e-10 3.48579081413785616e-02 3.48579526953893409e-02 0
927 1.00000000000000004e-10 3.48579081413785616e-02 3.48579526953893409e-02 0
1028 1.00000000000000004e-10 3.48576177500984907e-02 3.48576377269882998e-02 0
1028 1.00000000000000004e-10 3.48576177500984907e-02 3.48576377269882998e-02 0
1128 1.00000000000000004e-10 3.48574455903030503e-02 3.48573653851019516e-02 0
1128 1.00000000000000004e-10 3.48574455903030503e-02 3.48573653851019516e-02 0
1228 1.00000000000000004e-10 3.48576561577596325e-02 3.48572382291367153e-02 0
1228 1.00000000000000004e-10 3.48576561577596325e-02 3.48572382291367153e-02 0
1328 1.00000000000000004e-10 3.48575198458760671e-02 3.48570101048515033e-02 0
1328 1.00000000000000004e-10 3.48575198458760671e-02 3.48570101048515033e-02 0
1428 1.00000000000000004e-10 3.48570826260915997e-02 3.48566407902802453e-02 0
1428 1.00000000000000004e-10 3.48570826260915997e-02 3.48566407902802453e-02 0
1528 1.00000000000000004e-10 3.48566750586701349e-02 3.48563058442999674e-02 0
1528 1.00000000000000004e-10 3.48566750586701349e-02 3.48563058442999674e-02 0
1628 1.00000000000000004e-10 3.48562739755399684e-02 3.48559691369590974e-02 0
1628 1.00000000000000004e-10 3.48562739755399684e-02 3.48559691369590974e-02 0
1728 1.00000000000000004e-10 3.48559049177687083e-02 3.48556636316362176e-02 0
1728 1.00000000000000004e-10 3.48559049177687083e-02 3.48556636316362176e-02 0
1828 1.00000000000000004e-10 3.48555393157807189e-02 3.48553570249944822e-02 0
1828 1.00000000000000004e-10 3.48555393157807189e-02 3.48553570249944822e-02 0
1928 1.00000000000000004e-10 3.48552049230420116e-02 3.48550779890267406e-02 0
1928 1.00000000000000004e-10 3.48552049230420116e-02 3.48550779890267406e-02 0
2028 1.00000000000000004e-10 3.48548731510600271e-02 3.48547989601835154e-02 0
2028 1.00000000000000004e-10 3.48548731510600271e-02 3.48547989601835154e-02 0
2128 1.00000000000000004e-10 3.48545763318704044e-02 3.48545519714948959e-02 0
2128 1.00000000000000004e-10 3.48545763318704044e-02 3.48545519714948959e-02 0
2228 1.00000000000000004e-10 3.48543274927419211e-02 3.48543507120666965e-02 0
2228 1.00000000000000004e-10 3.48543274927419211e-02 3.48543507120666965e-02 0
2328 1.00000000000000004e-10 3.48540957871795176e-02 3.48541652162775439e-02 0
2328 1.00000000000000004e-10 3.48540957871795176e-02 3.48541652162775439e-02 0
2428 1.00000000000000004e-10 3.48537969643647541e-02 3.48539125852868337e-02 0
2428 1.00000000000000004e-10 3.48537969643647541e-02 3.48539125852868337e-02 0
2528 1.00000000000000004e-10 3.48534984268581358e-02 3.48536552632803739e-02 0
2528 1.00000000000000004e-10 3.48534984268581358e-02 3.48536552632803739e-02 0
2628 1.00000000000000004e-10 3.48532013645339936e-02 3.48533991816693048e-02 0
2628 1.00000000000000004e-10 3.48532013645339936e-02 3.48533991816693048e-02 0
2728 1.00000000000000004e-10 3.48529287016442965e-02 3.48531617947557409e-02 0
2728 1.00000000000000004e-10 3.48529287016442965e-02 3.48531617947557409e-02 0
2828 1.00000000000000004e-10 3.48526578144313232e-02 3.48529272505019444e-02 0
2828 1.00000000000000004e-10 3.48526578144313232e-02 3.48529272505019444e-02 0
2928 1.00000000000000004e-10 3.48524088409453633e-02 3.48527085978265552e-02 0
2928 1.00000000000000004e-10 3.48524088409453633e-02 3.48527085978265552e-02 0
3028 1.00000000000000004e-10 3.48521617261313282e-02 3.48524937473997654e-02 0
3028 1.00000000000000004e-10 3.48521617261313282e-02 3.48524937473997654e-02 0
